Student ID,Name,Gender,University,Room Type,Budget,District,Location,Area,Pin,Near Rail Station,Near University,Near School,Near Roadside,Availability of Mess,Availability of Pen Guest,Room Information
25,Anay Shenoy,Male,"Ram, Shetty and Kadakia",Double,2300,Cooch Behar,Vadodara,Sidhu Chowk,234627,No,No,No,No,No,Yes,No
202,Yashvi Kala,Female,Shan PLC,Double,2200,Dakshin Dinajpur,Karimnagar,Tank Marg,857792,Yes,No,No,No,Yes,No,Yes
505,Jivika Sandhu,Female,"Sangha, Upadhyay and Sanghvi",Single,2100,Purba Bardhaman,Ranchi,Bakshi Road,169952,No,No,Yes,Yes,No,Yes,No
985,Emir Iyengar,Male,Loke-Sangha,Single,2500,Purba Bardhaman,Serampore,Chakraborty Chowk,716782,No,No,No,No,Yes,No,Yes
523,Myra Sharma,Male,"Singhal, Comar and Uppal",Copper,2500,Malda,Agartala,Butala Nagar,600905,No,Yes,No,No,Yes,No,No
670,Aradhya Char,Male,Sidhu-Venkatesh,Double,2100,Malda,Ongole,Bhattacharyya Circle,747246,No,Yes,No,Yes,No,Yes,Yes
39,Uthkarsh Barad,Female,Sharaf and Sons,Copper,2200,Dakshin Dinajpur,Agra,Mahajan Ganj,620987,Yes,Yes,Yes,Yes,Yes,No,No
181,Riya Rajan,Male,Setty PLC,Double,2000,Cooch Behar,Mathura,Bhasin,8370,Yes,No,No,No,No,Yes,Yes
133,Rhea Agrawal,Male,Wali-Chand,Copper,2100,Jalpaiguri,Sasaram,Mahal Nagar,952347,Yes,Yes,Yes,Yes,Yes,No,No
673,Krish Saini,Male,Warrior Group,Copper,2500,Purba Medinipur,Firozabad,Warrior Path,380186,No,Yes,Yes,No,No,Yes,No
678,Riaan Malhotra,Male,Ram-Dave,Double,2000,Purulia,Tezpur,Gera Street,31714,No,Yes,Yes,No,No,Yes,No
50,Jiya Hegde,Female,Varughese Inc,Single,2100,Birbhum,Bhilwara,Bal Ganj,323482,Yes,Yes,Yes,No,Yes,No,No
970,Madhav Bhasin,Female,"Sridhar, Bhardwaj and Sangha",Copper,2100,Nadia,Gwalior,Kar Path,954033,Yes,No,No,Yes,Yes,No,Yes
43,Vritika Rao,Female,"Deshmukh, Kalla and Dugar",Copper,2200,Howrah,Kulti,Chawla Circle,470684,No,No,No,No,No,Yes,Yes
897,Neysa Shukla,Female,Gola LLC,Copper,2200,Kalimpong,Avadi,Balakrishnan Street,646940,No,Yes,No,Yes,No,Yes,No
125,Devansh Chauhan,Male,"Dass, Tripathi and Sachar",Single,2300,South 24 Parganas,Ujjain,Tata Zila,698070,No,Yes,Yes,No,Yes,No,Yes
326,Pranay Cheema,Female,"Atwal, Deshpande and Hari",Single,2500,Purulia,Faridabad,Malhotra Marg,977566,No,Yes,No,No,No,Yes,Yes
343,Jhanvi Sant,Female,Dada Ltd,Double,2000,Cooch Behar,Chennai,Kapoor Zila,865630,Yes,No,No,No,No,Yes,No
386,Renee Sampath,Female,"Srinivas, Keer and Varghese",Double,2100,Uttar Dinajpur,Singrauli,Sen Path,633895,No,No,Yes,Yes,No,Yes,No
428,Farhan Sawhney,Male,Dhar-Chhabra,Single,2000,Malda,Dhule,Chawla Circle,704911,No,No,No,No,No,Yes,No
566,Nehmat Bobal,Female,"Keer, Manda and Krishna",Single,2100,South 24 Parganas,Bhatpara,Kapur,190481,No,Yes,No,Yes,No,Yes,No
204,Adah Kuruvilla,Male,Thakkar-Lanka,Single,2100,Darjeeling,Jehanabad,Sarna Zila,410342,Yes,Yes,No,Yes,Yes,No,No
427,Misha Tiwari,Male,"Dara, Raja and Khanna",Copper,2400,Kolkata,Gulbarga,Chahal Ganj,54729,No,Yes,No,No,No,Yes,No
94,Akarsh Sanghvi,Male,"Chakrabarti, Dani and Magar",Single,2500,Murshidabad,Alwar,Garg Nagar,126874,Yes,Yes,No,Yes,Yes,No,No
943,Samiha Kunda,Male,"Dua, Varma and Sehgal",Copper,2000,Purba Medinipur,Ghaziabad,Wason Marg,49640,Yes,No,No,Yes,Yes,No,No
806,Samarth Kakar,Female,"Shenoy, Varma and Mander",Double,2500,Paschim Bardhaman,Narasaraopet,Bath Ganj,745039,Yes,Yes,Yes,No,No,Yes,No
807,Nirvaan Golla,Male,Borah Ltd,Single,2100,Paschim Bardhaman,Raebareli,Chaudry Zila,45731,No,Yes,No,No,No,Yes,Yes
535,Saira Bhasin,Female,Sane-Hora,Double,2100,Paschim Bardhaman,Chinsurah,Sagar Road,636114,Yes,No,Yes,No,No,Yes,No
118,Bhamini Bains,Male,"Dey, Bumb and Ghose",Copper,2400,South 24 Parganas,Loni,Iyengar Path,587241,Yes,Yes,No,Yes,Yes,No,No
750,Eva Rau,Male,"Virk, Kannan and Wagle",Double,2500,Jalpaiguri,Meerut,Khatri Street,224457,Yes,Yes,Yes,No,No,Yes,Yes
235,Ira Bora,Male,"Grover, Subramaniam and Suri",Double,2300,Uttar Dinajpur,Dewas,Bajaj Marg,6764,Yes,No,Yes,Yes,Yes,No,Yes
609,Madhup Arya,Male,Goswami-Saha,Double,2500,Alipurduar,Pali,Banik Ganj,608294,No,No,Yes,No,Yes,No,No
941,Ira Divan,Female,Balan LLC,Copper,2300,Hooghly,Firozabad,Kaur Street,300738,No,No,No,Yes,Yes,No,Yes
176,Ritvik Bal,Female,"Mander, Issac and Kunda",Double,2100,Purba Medinipur,Deoghar,Shah Road,665284,No,Yes,No,No,Yes,No,Yes
284,Shalv Viswanathan,Female,Sangha-Maharaj,Single,2500,Purulia,Erode,Dutta Path,376157,Yes,Yes,Yes,Yes,Yes,No,No
564,Alisha Datta,Male,Karan Ltd,Copper,2200,Paschim Medinipur,Chandrapur,Raval Road,460351,Yes,Yes,Yes,No,Yes,No,Yes
751,Damini Dey,Female,Soni LLC,Single,2500,Dakshin Dinajpur,Howrah,Bhatt Circle,140386,Yes,Yes,No,No,Yes,No,No
811,Akarsh Lall,Female,Keer-Hegde,Copper,2400,Purba Bardhaman,Karimnagar,Mannan Nagar,872985,Yes,Yes,Yes,Yes,No,Yes,No
790,Prisha Sodhi,Female,Kant-Garg,Copper,2100,Howrah,Patna,Manne Street,346547,No,No,No,No,No,Yes,No
649,Zeeshan Bajwa,Male,Thaker-Kalita,Copper,2200,Birbhum,Katihar,Chander Path,413432,Yes,No,No,Yes,No,Yes,Yes
275,Saanvi Choudhury,Female,"Boase, Dhingra and Deep",Copper,2500,South 24 Parganas,Bardhaman,Sem Chowk,561783,No,No,Yes,No,No,Yes,Yes
263,Jayan Thaker,Male,Bhattacharyya Inc,Double,2400,Purba Medinipur,Hazaribagh,Tara Ganj,209282,No,Yes,Yes,Yes,No,Yes,Yes
399,Veer Bhatia,Female,Kadakia-Thaman,Double,2200,Jalpaiguri,Akola,Agrawal Road,182438,Yes,Yes,No,No,No,Yes,Yes
492,Sara Bhandari,Male,Manda Ltd,Single,2200,Paschim Medinipur,Rewa,Shan Road,91500,Yes,Yes,No,No,Yes,No,No
647,Onkar Rama,Female,"Mangal, Hora and Wali",Single,2500,South 24 Parganas,Bidar,Malhotra Path,653098,Yes,Yes,No,Yes,Yes,No,No
438,Nishith Borra,Female,"Hayer, Anand and Sharaf",Single,2500,Purba Bardhaman,Udaipur,Gour Chowk,693010,No,No,Yes,No,Yes,No,Yes
204,Parinaaz Kulkarni,Female,"Bedi, Hayer and Tak",Copper,2400,Purba Medinipur,Erode,Bera,690633,Yes,No,Yes,No,Yes,No,Yes
758,Prerak Bose,Male,Basak-Sodhi,Copper,2000,Nadia,Raiganj,Bassi Ganj,13573,No,No,No,No,No,Yes,No
756,Tanya Ramanathan,Male,Tara-Balasubramanian,Double,2000,Uttar Dinajpur,Chennai,Choudhury Chowk,886188,No,Yes,No,Yes,Yes,No,No
493,Shamik Sachdeva,Male,"Salvi, Ranganathan and Aggarwal",Single,2100,Uttar Dinajpur,Navi Mumbai,Basak,784783,Yes,No,No,No,Yes,No,No
982,Badal Karnik,Male,Balay-Mannan,Single,2000,Bankura,Mango,Varty Zila,285637,Yes,Yes,Yes,Yes,No,Yes,No
919,Aarav Dhar,Female,Shenoy-Grewal,Double,2000,Kolkata,Ahmednagar,Date,344745,Yes,Yes,Yes,No,No,Yes,No
528,Shayak Sharma,Female,Mani Inc,Copper,2500,Dakshin Dinajpur,Amritsar,Goswami Path,40533,No,Yes,No,No,Yes,No,No
659,Vritika Vora,Male,Ganesh Group,Copper,2500,Malda,Chennai,Kothari Street,477758,No,Yes,Yes,Yes,Yes,No,Yes
401,Emir Venkataraman,Male,Dey and Sons,Double,2200,Bankura,Bhusawal,Dasgupta Chowk,839723,No,No,Yes,No,Yes,No,Yes
282,Purab Sura,Female,"Sharma, Sinha and Aurora",Single,2000,North 24 Parganas,Amaravati,Sandal Ganj,174592,Yes,No,No,Yes,Yes,No,Yes
139,Inaaya  Gaba,Male,"Sura, Edwin and Uppal",Double,2200,Uttar Dinajpur,Bhubaneswar,Sharaf Marg,809146,Yes,Yes,No,No,No,Yes,No
915,Madhup Raj,Female,Saini Group,Double,2500,Jhargram,Berhampore,Deshmukh,89642,Yes,No,No,No,No,Yes,No
660,Himmat Sunder,Female,Varghese Group,Single,2300,Kolkata,Panchkula,Sastry Road,223388,Yes,No,Yes,Yes,No,Yes,Yes
90,Himmat Bhatti,Female,Raman Group,Copper,2300,Kolkata,Ballia,Karan Street,631606,Yes,Yes,No,Yes,Yes,No,No
486,Purab Kapadia,Female,"Thaman, Lala and Kumar",Single,2400,Jalpaiguri,Narasaraopet,Bakshi Zila,961518,Yes,No,Yes,No,No,Yes,Yes
2,Ojas Saini,Male,Gopal-Khosla,Double,2200,Nadia,Cuttack,Bath Marg,479824,No,Yes,Yes,Yes,No,Yes,Yes
181,Diya Goda,Male,"Dani, Bera and Roy",Double,2200,Kolkata,Tiruppur,Vaidya Ganj,855595,Yes,No,No,No,No,Yes,No
109,Fateh Ganesh,Male,Tak-Tripathi,Double,2000,South 24 Parganas,Nagaon,Gill,794678,No,No,Yes,Yes,Yes,No,Yes
603,Nirvaan Krishnamurthy,Male,Shenoy-Saxena,Copper,2300,Alipurduar,Bettiah,Varkey Zila,687604,Yes,Yes,No,No,No,Yes,Yes
987,Baiju Rattan,Male,"Garde, Lalla and Lanka",Double,2100,Howrah,Jodhpur,Chaudhry Circle,449741,No,No,No,Yes,No,Yes,Yes
632,Eshani Sagar,Male,Upadhyay-Rattan,Double,2300,Birbhum,Rewa,Sabharwal Nagar,890298,Yes,No,No,Yes,No,Yes,No
278,Saksham De,Male,Ratta-Chaudhary,Copper,2200,Paschim Medinipur,Bardhaman,Sachdev Circle,591762,Yes,Yes,Yes,Yes,Yes,No,Yes
853,Emir Rajan,Male,Walla-Ramesh,Copper,2200,Paschim Medinipur,Haridwar,Banerjee Ganj,894502,No,No,Yes,No,Yes,No,Yes
187,Mahika Ben,Female,Bali PLC,Single,2100,Dakshin Dinajpur,Ulhasnagar,Jayaraman Nagar,210789,No,Yes,No,No,Yes,No,No
600,Miraan Dua,Female,Krishnan-Karan,Double,2500,Bankura,Bardhaman,Ranganathan Street,354807,No,Yes,Yes,Yes,Yes,No,No
908,Kimaya Balasubramanian,Female,"Raju, Wali and Virk",Single,2500,Uttar Dinajpur,Hajipur,Sundaram,368705,No,Yes,Yes,Yes,Yes,No,Yes
362,Samaira Anne,Male,Balakrishnan Group,Single,2400,Darjeeling,Bulandshahr,Som Road,975583,Yes,Yes,No,Yes,No,Yes,No
117,Kimaya Mani,Female,Dass-Subramanian,Double,2500,Dakshin Dinajpur,Berhampur,Gaba,11953,No,Yes,No,No,No,Yes,Yes
124,Mehul Sem,Male,"Saini, Dora and Varkey",Double,2400,Hooghly,Kozhikode,Warrior Nagar,661524,No,Yes,Yes,No,No,Yes,Yes
553,Shlok Gola,Female,Mandal-Loyal,Double,2000,Paschim Medinipur,Bareilly,Vyas Path,527132,Yes,No,Yes,Yes,No,Yes,No
557,Ehsaan Dasgupta,Male,Tara-Kibe,Copper,2200,Paschim Bardhaman,Nagpur,Khanna Ganj,244386,Yes,Yes,No,Yes,No,Yes,Yes
643,Shamik Kothari,Female,Krishnamurthy-Dani,Copper,2200,Nadia,Ahmednagar,Hayre Zila,609809,Yes,Yes,No,Yes,No,Yes,Yes
712,Jayesh Chaudhuri,Male,"Mani, Walla and Sridhar",Single,2500,Dakshin Dinajpur,Bhatpara,Bawa Zila,726860,No,Yes,No,No,Yes,No,No
852,Purab Sibal,Female,Talwar-Hayer,Copper,2300,Purba Medinipur,Morbi,Borah Path,65434,Yes,No,No,No,Yes,No,No
574,Miraya Bora,Female,Raju-Andra,Copper,2200,Dakshin Dinajpur,Dibrugarh,Thakur Path,134890,No,Yes,Yes,Yes,No,Yes,No
895,Lavanya Andra,Female,Dhawan-Gaba,Copper,2500,Jhargram,Kurnool,Vig Street,252578,Yes,No,Yes,No,No,Yes,Yes
519,Farhan Dugal,Male,Bassi LLC,Copper,2300,Jalpaiguri,Bangalore,Kapoor Circle,91032,Yes,Yes,Yes,Yes,No,Yes,Yes
189,Ivan Gupta,Male,"Savant, Dutta and Upadhyay",Double,2200,Dakshin Dinajpur,Durg,Hora Circle,726808,Yes,Yes,Yes,No,No,Yes,Yes
718,Sumer Brahmbhatt,Female,"Sharaf, Bath and Krishnamurthy",Single,2100,Bankura,Thoothukudi,Sani Ganj,530571,No,No,Yes,Yes,No,Yes,Yes
663,Kismat Goda,Male,"Joshi, Chana and Sinha",Copper,2300,Kolkata,New Delhi,Chaudhari,474941,No,Yes,No,Yes,Yes,No,No
205,Neysa Banerjee,Male,Thaker-Lad,Copper,2400,Jalpaiguri,Srikakulam,Sura Chowk,396628,Yes,Yes,Yes,No,No,Yes,No
957,Armaan Das,Male,Ghosh-Sidhu,Double,2200,North 24 Parganas,Madurai,Lala Circle,951885,No,No,Yes,Yes,Yes,No,Yes
132,Alisha Sagar,Male,Toor-Devi,Single,2500,Bankura,Dhule,Kade Marg,754487,No,Yes,No,No,No,Yes,Yes
54,Anahita Batra,Male,Shukla and Sons,Double,2000,Jhargram,Bellary,Uppal Road,370158,No,No,Yes,No,No,Yes,Yes
732,Aarush Kapur,Female,Garg-Sen,Copper,2100,Birbhum,Durg,Bhalla Nagar,130776,Yes,Yes,Yes,Yes,No,Yes,No
858,Pari Kuruvilla,Female,Badal-Kulkarni,Copper,2200,Paschim Bardhaman,Ahmednagar,Majumdar Road,706268,Yes,No,Yes,No,No,Yes,Yes
967,Nitara Salvi,Female,Ray-Issac,Copper,2000,Murshidabad,Shivpuri,Bajwa Circle,34463,Yes,No,No,Yes,No,Yes,No
76,Shalv Hayre,Female,Chokshi and Sons,Single,2000,Birbhum,North Dumdum,Varkey Street,474766,Yes,Yes,No,No,No,Yes,No
891,Vivaan Kata,Female,Dara-Sawhney,Double,2000,South 24 Parganas,Mangalore,Jhaveri Path,739957,No,No,Yes,Yes,No,Yes,No
149,Indranil Shenoy,Female,Chandran and Sons,Single,2200,Howrah,Karaikudi,Kohli Nagar,340826,No,No,No,No,Yes,No,Yes
11,Jayesh Sundaram,Female,Kunda Inc,Copper,2500,Purba Medinipur,Suryapet,Suri Circle,517214,Yes,Yes,No,No,Yes,No,No
512,Kanav Saini,Female,Wagle-Doshi,Single,2500,Paschim Medinipur,Mangalore,Thakkar Zila,511443,No,No,Yes,No,No,Yes,Yes
815,Hansh Deol,Male,"Kuruvilla, Chadha and Kari",Double,2100,Murshidabad,Silchar,Manne,629537,Yes,Yes,No,No,Yes,No,No
103,Eva Doctor,Female,Gour LLC,Double,2200,Purulia,Durgapur,Bahri Chowk,499727,Yes,Yes,Yes,Yes,No,Yes,Yes
870,Mannat Zacharia,Male,Ganesan-Hari,Single,2100,Kalimpong,Hindupur,Aurora Chowk,539225,No,No,Yes,No,Yes,No,Yes
303,Prerak Buch,Male,Doctor Group,Copper,2500,Bankura,Kolkata,Suresh Road,39261,Yes,Yes,Yes,Yes,Yes,No,No
848,Jayesh Grewal,Male,Uppal Ltd,Double,2300,South 24 Parganas,Medininagar,Balasubramanian Chowk,119149,Yes,Yes,Yes,Yes,No,Yes,Yes
342,Divyansh Mane,Male,Goswami PLC,Copper,2200,Purba Bardhaman,Madurai,Sood Nagar,412300,No,No,Yes,No,Yes,No,No
696,Diya Borah,Male,"Soni, Thaker and Brar",Copper,2400,Birbhum,Machilipatnam,Anand Ganj,20780,No,No,Yes,Yes,Yes,No,Yes
546,Fateh Raman,Male,Walla-Baria,Copper,2300,Paschim Bardhaman,Parbhani,Divan Nagar,855857,No,No,Yes,Yes,No,Yes,No
842,Shanaya Sura,Male,Kohli and Sons,Double,2200,Hooghly,Dindigul,Salvi Road,190821,Yes,Yes,Yes,Yes,No,Yes,Yes
605,Riya Ravel,Female,Rama LLC,Single,2000,Alipurduar,Hosur,Suri Zila,700066,No,No,No,Yes,Yes,No,No
258,Tarini Dass,Male,"Kulkarni, Deep and Kurian",Single,2500,Murshidabad,Bardhaman,Virk Road,581866,No,No,Yes,Yes,No,Yes,Yes
861,Yakshit Shah,Female,Saran Ltd,Single,2000,Howrah,Proddatur,Tara Nagar,478620,No,No,No,No,No,Yes,Yes
259,Biju Srinivas,Female,"Dua, Yohannan and Dua",Single,2400,Jalpaiguri,Gaya,Kuruvilla Path,465329,No,No,No,No,No,Yes,No
167,Riya Luthra,Female,Rege PLC,Copper,2000,Dakshin Dinajpur,Hapur,Saxena Marg,712331,Yes,No,No,No,No,Yes,Yes
9,Kabir Maharaj,Male,"Mahal, Apte and Kata",Copper,2200,Purulia,Tadepalligudem,Saha Marg,476677,Yes,No,No,No,No,Yes,No
747,Divyansh Salvi,Male,Master-Singhal,Single,2200,Darjeeling,Yamunanagar,Dixit Zila,987173,No,No,No,Yes,No,Yes,No
179,Nakul Sridhar,Male,Sarma and Sons,Copper,2300,Nadia,Srinagar,Dhingra Road,216835,Yes,No,No,No,No,Yes,No
407,Nayantara Kunda,Female,Rege-Baria,Double,2300,South 24 Parganas,Hindupur,Biswas Ganj,945288,Yes,Yes,Yes,Yes,Yes,No,No
348,Rasha Sandhu,Male,"Mane, Ramanathan and Saha",Copper,2300,Purba Bardhaman,Sangli-Miraj & Kupwad,Sha Zila,42337,Yes,Yes,No,Yes,No,Yes,Yes
739,Pihu Kalita,Female,"Sahota, Jha and Dash",Single,2000,Purba Bardhaman,Hapur,Bobal Circle,798325,No,No,Yes,Yes,No,Yes,Yes
201,Neelofar Chanda,Female,Upadhyay-Chada,Double,2300,Birbhum,Vasai-Virar,Brar Marg,41669,No,No,No,No,Yes,No,No
359,Yashvi Gupta,Male,Kurian and Sons,Single,2400,Uttar Dinajpur,Munger,Warrior Circle,778217,No,No,Yes,Yes,Yes,No,Yes
560,Ayesha Tiwari,Male,Bal Group,Double,2300,Kolkata,Arrah,Tata Path,931877,Yes,No,Yes,Yes,No,Yes,Yes
864,Nehmat Bahl,Female,"Krishnamurthy, Boase and Bandi",Single,2000,Malda,Tirunelveli,Hora Nagar,417389,Yes,No,No,No,No,Yes,No
300,Dharmajan Dey,Female,"Jaggi, Bala and Sule",Double,2100,Kolkata,Kochi,Deo Ganj,582264,Yes,No,No,Yes,No,Yes,Yes
383,Pari Kanda,Female,"Basak, Kannan and Atwal",Copper,2100,Jhargram,Malda,Agarwal Chowk,208810,No,No,No,Yes,Yes,No,No
141,Shamik Wagle,Female,Keer-Chad,Double,2400,Kalimpong,Bokaro,Khalsa Road,340757,Yes,Yes,Yes,No,Yes,No,Yes
748,Vaibhav Kurian,Male,Dhillon Ltd,Copper,2400,Howrah,Thoothukudi,Divan Zila,647960,No,Yes,No,No,No,Yes,Yes
913,Anahi Sane,Male,"Mahajan, Thakur and Tank",Single,2300,Malda,Medininagar,Kata Road,427207,Yes,No,No,Yes,No,Yes,No
733,Vritika Soman,Male,Vala-Brar,Single,2100,North 24 Parganas,Bathinda,Bhardwaj Road,500587,Yes,Yes,No,Yes,Yes,No,Yes
65,Ranbir Dyal,Female,Basak Ltd,Copper,2000,Alipurduar,Nellore,Mani Path,392699,No,No,No,No,No,Yes,Yes
488,Emir Bala,Female,"Thakkar, Bhavsar and Verma",Copper,2300,Darjeeling,Uluberia,Mani Marg,608889,Yes,No,No,No,No,Yes,Yes
927,Eva Chokshi,Female,Sinha-Chopra,Double,2100,Kalimpong,Dindigul,Wali Ganj,520960,Yes,No,No,Yes,Yes,No,No
803,Nishith Gill,Male,"Sundaram, Deep and Sarkar",Double,2500,Murshidabad,Phusro,Bhatti Street,552447,Yes,Yes,No,No,Yes,No,Yes
90,Alisha Hans,Female,Deo-Hora,Double,2400,Paschim Bardhaman,Barasat,Ghosh Street,260619,Yes,No,No,No,No,Yes,No
483,Kiaan Sachdev,Female,Dhingra Inc,Double,2000,Kalimpong,Bhind,Chaudhuri Street,917522,Yes,Yes,Yes,No,Yes,No,Yes
87,Ryan Gokhale,Female,Lad and Sons,Copper,2300,Dakshin Dinajpur,Dewas,Bajwa Marg,784281,Yes,No,No,No,No,Yes,Yes
512,Arnav Konda,Male,Suri-Yohannan,Single,2100,Nadia,Pallavaram,Dugar Street,384101,No,No,Yes,No,Yes,No,No
35,Biju Jani,Male,Swamy LLC,Copper,2200,Bankura,Madanapalle,Lata Circle,775638,Yes,No,Yes,No,No,Yes,No
882,Samiha Yadav,Female,Salvi LLC,Copper,2000,Birbhum,Anantapuram,Das Nagar,821732,No,Yes,Yes,Yes,No,Yes,Yes
924,Kiara Chaudhry,Female,"Tata, Handa and Bali",Copper,2300,Birbhum,Buxar,Magar Zila,633119,Yes,Yes,Yes,No,Yes,No,No
564,Bhamini Singh,Female,Mannan-Ratti,Copper,2100,Cooch Behar,Faridabad,Grover Nagar,105883,No,No,No,No,No,Yes,Yes
479,Eva Kala,Female,Chaudhary-Dutt,Single,2000,North 24 Parganas,Panihati,Gupta Road,921059,No,Yes,No,Yes,No,Yes,No
44,Hunar Iyer,Female,"Wali, Sura and Bansal",Copper,2000,North 24 Parganas,Khora ,Deo Nagar,507008,Yes,Yes,No,No,Yes,No,No
508,Rhea Tata,Male,Talwar-Gulati,Copper,2400,Malda,Kurnool,Master Ganj,274732,No,No,No,No,Yes,No,Yes
540,Shray Doctor,Male,Grover-Ahuja,Double,2500,Howrah,Begusarai,Rajagopalan Ganj,123901,Yes,No,Yes,Yes,No,Yes,Yes
461,Madhup Sandhu,Male,Choudhary-Chaudhry,Single,2000,Murshidabad,Noida,Shenoy,118254,Yes,Yes,Yes,Yes,Yes,No,No
13,Zoya Bumb,Male,Rana-Sani,Double,2100,Jalpaiguri,Jehanabad,Kulkarni Chowk,37783,No,No,No,Yes,No,Yes,No
617,Chirag Saha,Female,Sarin-Dewan,Double,2400,Malda,Thoothukudi,Halder Street,456663,No,Yes,No,Yes,No,Yes,Yes
331,Jivin Rao,Male,Barman-Saraf,Single,2300,Jhargram,Amravati,Vasa Nagar,342879,Yes,Yes,Yes,Yes,Yes,No,Yes
938,Hunar Seshadri,Male,Bhatti-Barad,Copper,2000,Malda,Imphal,Randhawa Zila,851589,No,Yes,Yes,No,Yes,No,Yes
203,Ranbir Luthra,Male,Manne Group,Copper,2100,Malda,Muzaffarnagar,Randhawa Road,625394,No,No,Yes,No,Yes,No,Yes
118,Keya Dash,Female,"Savant, Agarwal and Hegde",Double,2300,Darjeeling,Chapra,Shah Nagar,8026,Yes,No,Yes,Yes,Yes,No,No
980,Ishita Garde,Male,Koshy and Sons,Copper,2000,Darjeeling,Burhanpur,Shukla Circle,746785,No,No,No,Yes,Yes,No,Yes
281,Kavya Chaudhuri,Female,"Ramaswamy, Sarraf and Dugar",Copper,2200,Kolkata,Jamshedpur,Hegde Chowk,661221,No,Yes,No,No,Yes,No,Yes
852,Aradhya Kaul,Female,"Kota, Chokshi and Bajwa",Copper,2000,South 24 Parganas,Chandrapur,Suri Path,580780,Yes,Yes,No,Yes,Yes,No,Yes
268,Ritvik Grover,Female,Lala and Sons,Double,2200,Purulia,Bellary,Venkatesh Nagar,778937,Yes,No,Yes,Yes,Yes,No,Yes
322,Ranbir Bhargava,Male,Karpe Ltd,Double,2400,Paschim Medinipur,Jorhat,Dutt Marg,450177,Yes,Yes,Yes,No,No,Yes,No
953,Veer Sen,Male,Balay LLC,Double,2000,Hooghly,Bhubaneswar,Sachar Zila,63161,Yes,No,Yes,No,No,Yes,Yes
131,Rania Bakshi,Female,"Swaminathan, Karpe and Thakkar",Copper,2400,Paschim Medinipur,North Dumdum,Cheema Nagar,576109,Yes,Yes,No,No,Yes,No,Yes
964,Ishaan Jani,Female,"Kulkarni, Deshmukh and Karnik",Copper,2400,Purulia,Sultan Pur Majra,Sengupta Street,437695,No,Yes,No,Yes,No,Yes,No
876,Aarav Barman,Female,"Char, Mahal and Rastogi",Single,2000,Malda,Bhalswa Jahangir Pur,Vala Circle,364200,Yes,No,No,No,No,Yes,Yes
65,Uthkarsh Kalita,Female,Vasa-Dash,Copper,2400,Kolkata,Tiruppur,Bail Street,839182,No,No,No,Yes,Yes,No,Yes
746,Siya Buch,Female,Acharya-Sharaf,Copper,2100,Uttar Dinajpur,Madanapalle,Gour Nagar,772684,Yes,No,Yes,Yes,Yes,No,Yes
26,Arnav Banik,Male,Toor-Borde,Double,2000,South 24 Parganas,Sirsa,Gupta Marg,735675,Yes,Yes,No,Yes,Yes,No,Yes
803,Aayush Bir,Female,Madan-Khare,Double,2200,Howrah,Malda,Virk Zila,505610,No,No,No,No,No,Yes,Yes
206,Yashvi Deol,Female,"Maharaj, Chakraborty and Iyengar",Double,2400,Alipurduar,Bokaro,Thaker Path,823280,Yes,Yes,Yes,Yes,No,Yes,Yes
728,Nayantara Sinha,Female,Sem-Chaudhuri,Single,2000,Purulia,Alappuzha,Bhakta Ganj,376548,No,Yes,No,Yes,Yes,No,Yes
521,Ranbir Sethi,Female,Gopal-Suri,Double,2200,Kalimpong,South Dumdum,Dewan Nagar,701113,Yes,No,Yes,No,No,Yes,No
326,Kimaya Mammen,Male,Shukla Inc,Single,2300,Uttar Dinajpur,Gudivada,Tripathi Road,828571,Yes,Yes,No,No,No,Yes,Yes
594,Sahil Vig,Female,"Hans, D’Alia and Sachdeva",Single,2000,Paschim Bardhaman,Orai,Setty Street,615754,Yes,No,No,No,Yes,No,Yes
972,Arhaan Agrawal,Female,"Sandhu, Madan and Varty",Double,2300,Jhargram,Kollam,Varty Nagar,605141,No,No,Yes,No,No,Yes,No
250,Arnav Khurana,Male,Suri-Batta,Double,2100,Malda,Agartala,Shetty Road,528375,No,No,Yes,Yes,No,Yes,Yes
4,Samarth Kohli,Female,Aurora-Dhaliwal,Single,2200,Howrah,Fatehpur,Raval Road,599592,No,No,No,No,No,Yes,Yes
82,Samar Shukla,Male,Solanki-Virk,Single,2400,Cooch Behar,Bulandshahr,Kala Circle,91185,Yes,No,No,Yes,No,Yes,No
967,Krish Sarin,Male,Zacharia-Basak,Double,2500,Jalpaiguri,Siwan,Walla Ganj,496508,Yes,No,Yes,Yes,Yes,No,Yes
15,Abram D’Alia,Female,Goda LLC,Double,2500,Bankura,Durgapur,Sane,710512,Yes,No,No,Yes,Yes,No,No
588,Pari Rattan,Male,"Malhotra, Kadakia and Dhillon",Copper,2200,Paschim Bardhaman,Ulhasnagar,Sandhu Street,820813,No,No,No,Yes,Yes,No,No
532,Shayak Khalsa,Female,"Bansal, Gole and Ramesh",Double,2200,Birbhum,Hospet,Sem Path,565776,No,No,No,No,No,Yes,No
578,Keya Gola,Female,Bhatnagar-Jhaveri,Single,2300,Paschim Bardhaman,Eluru,Bath,837246,No,No,No,No,Yes,No,No
431,Chirag Tandon,Female,Agarwal LLC,Double,2100,Paschim Medinipur,Chinsurah,Sahni Circle,173311,No,Yes,Yes,No,Yes,No,No
